iter	RMSE
483	0.976995438
484	0.9769928557
485	0.9769010724
486	0.9768186346
487	0.9768144669
488	0.9749747116
489	0.9749445443
490	0.9748562306
491	0.9748308194
492	0.9747748726
493	0.9747005836
494	0.9746726612
495	0.9745893989
496	0.9745611868
497	0.9744941053
498	0.9744089191
499	0.9733591996
500	0.9732800838
501	0.9732060107
502	0.9731554998
503	0.9724626448
504	0.9723713393
505	0.9723457248
506	0.9722739765
507	0.9722691491
508	0.9721816092
509	0.9721188192
510	0.9720953152
511	0.9720484765
512	0.9719498062
513	0.9719319708
514	0.9718827356
515	0.9718406383
516	0.9717226968
517	0.9716518166
518	0.9716279069
519	0.9716053733
520	0.9715471877
521	0.971502699
522	0.9714267836
523	0.9713258164
524	0.9713243345
525	0.9712742597
526	0.9711869164
527	0.9711427753
528	0.9711010189
529	0.971061535
530	0.9710242318
531	0.9709887014
532	0.9699813455
533	0.9690644041
534	0.9681734447
535	0.9669256276
536	0.9664487118
537	0.9663950141
538	0.9655567449
539	0.9655066357
540	0.9654345542
541	0.9653964697
542	0.965356378
543	0.965249423
544	0.9644807891
545	0.964438086
546	0.9643941722
547	0.9643714048
548	0.9643390669
549	0.9633313353
550	0.9632559717
551	0.9631787888
552	0.9631448371
553	0.9627576359
554	0.9626591464
555	0.9626538543
556	0.9625832387
557	0.962521828
558	0.9623709653
559	0.9615181868
560	0.961441373
561	0.9614042981
562	0.9613380948
563	0.9612104514
564	0.9604591
565	0.9603752097
566	0.9602311059
567	0.9601643349
568	0.9600416251
569	0.9599920855
570	0.9592811518
571	0.9590997462
572	0.9589887456
573	0.9589799668
574	0.9589391119
575	0.9589012995
576	0.9588917334
577	0.958811014
578	0.9587930148
579	0.9586989423
580	0.9586099665
581	0.958583037
582	0.9585480386
583	0.9585083865
584	0.9585063906
585	0.9584713014
586	0.9584123252
587	0.9570380873
588	0.9570045532
589	0.9569731259
590	0.9569431182
591	0.9562884387
592	0.9562171279
593	0.9561724724
594	0.956169867
595	0.9561418751
596	0.9561342133
597	0.9560667133
598	0.9535922842
599	0.9535514641
600	0.9534901582
601	0.953449933
602	0.9534297992
603	0.953349457
604	0.9533411456
605	0.9532705875
606	0.9532444703
607	0.9532212058
608	0.953189491
609	0.9531178098
610	0.9530614626
611	0.9530201235
612	0.9530160805
613	0.9529735653
614	0.9527945901
615	0.9527874236
616	0.9527630825
617	0.9524515605
618	0.9523889305
619	0.9520938695
620	0.9519964744
621	0.9519514796
622	0.9518157915
623	0.9517573894
624	0.9517147499
625	0.9516594032
626	0.9515774305
627	0.9514480829
628	0.9514191955
629	0.9513318989
630	0.9512981292
631	0.9512375263
632	0.9512227668
633	0.9511595206
634	0.9509133325
635	0.9508675344
636	0.9507813889
637	0.9495894311
638	0.9495382421
639	0.9494341749
640	0.9493722094
641	0.9493395589
642	0.9493228347
643	0.9492594564
644	0.9491929837
645	0.9491870798
646	0.9491636994
647	0.9490464858
648	0.948935519
649	0.9482256421
650	0.9481950064
651	0.9480310137
652	0.947978674
653	0.9479499924
654	0.9479231357
655	0.9478976228
656	0.9478604852
657	0.9457057656
658	0.9456145977
659	0.9455475971
660	0.9454928223
661	0.9454719564
662	0.9454483535
663	0.9453982989
664	0.9453663748
665	0.9453609419
666	0.9453178745
667	0.9453108985
668	0.9446415772
669	0.9445347317
670	0.9444504132
671	0.9443789153
672	0.9442118089
673	0.9441586218
674	0.9440689251
675	0.9439824856
676	0.9439281424
677	0.9439247857
678	0.9438266365
679	0.9437911122
680	0.9437706925
681	0.9431076654
682	0.9429413902
683	0.9429207496
684	0.9423202081
685	0.941729102
686	0.9417257075
687	0.9417226432
688	0.9417202203
689	0.9417039167
690	0.9416814093
691	0.9416143142
692	0.9414550792
693	0.9414306204
694	0.9414248196
695	0.9413918494
696	0.9412728886
697	0.9412667961
698	0.9411800195
699	0.9411745823
700	0.9411725468
701	0.9411612024
702	0.9411400238
703	0.941078501
704	0.9410283527
705	0.9409830935
706	0.9409124193
707	0.9409091123
708	0.9409035868
709	0.9408949629
710	0.9408172837
711	0.9408123976
712	0.9408000272
713	0.9407553887
714	0.9407038966
715	0.9405829303
716	0.940555936
717	0.9403777835
718	0.9402991028
719	0.9402260794
720	0.9402243313
721	0.9401892548
722	0.9401356528
723	0.9400918898
724	0.9400720408
725	0.9398540657
726	0.9392145065
727	0.939195771
728	0.9386521908
729	0.9386007438
730	0.9382886544
731	0.9382340203
732	0.9381791912
733	0.9377441283
734	0.937667604
735	0.9376173182
736	0.9374859607
737	0.937393511
738	0.937358168
739	0.9373568276
740	0.9372244373
741	0.9370464962
742	0.9370421157
743	0.9351868067
744	0.9346503141
745	0.9345653015
746	0.9345260581
747	0.9344861277
748	0.9344438013
749	0.934402178
750	0.9342745977
751	0.9341206529
752	0.9341165163
753	0.9340887784
754	0.9340650791
755	0.9339647996
756	0.9339342267
757	0.9339172471
758	0.9338860526
759	0.9334487242
760	0.9330299187
761	0.9326496189
762	0.9325822485
763	0.9325226165
764	0.9324730567
765	0.9324570933
766	0.9323960993
767	0.9323454743
768	0.932325106
769	0.9322717365
770	0.9322243882
771	0.9321581581
772	0.9321283907
773	0.9320985177
774	0.9320329351
775	0.9316556657
776	0.9316290704
777	0.9310146934
778	0.9307504951
779	0.9307074317
780	0.9307022084
781	0.9306973895
782	0.9301921784
783	0.9301898058
784	0.930077634
785	0.9299897624
786	0.9299891494
787	0.9299853917
788	0.9299379961
789	0.9299267651
790	0.9299103314
791	0.9299092415
792	0.9298279769
793	0.9297718298
794	0.9297682765
795	0.9297649433
796	0.9297042821
797	0.9296242189
798	0.9292944265
799	0.9292431622
800	0.9292281095
801	0.9291832681
802	0.9291412054
803	0.9291101714
804	0.928951173
805	0.9287109343
806	0.9286711099
807	0.9286448337
808	0.9285899783
809	0.9284386464
810	0.9283855313
811	0.9278757079
812	0.9278667287
813	0.9277892492
814	0.9277606521
815	0.9277327054
816	0.9277231773
817	0.9277105494
818	0.9277088229
819	0.9276885121
820	0.9276733047
821	0.9276336362
822	0.9275983997
823	0.9275847442
824	0.9274863876
825	0.9274463854
826	0.9274432603
827	0.9273963418
828	0.927357229
829	0.9273178676
830	0.9272547157
831	0.9271990967
832	0.9271732578
833	0.9271605455
834	0.9271486099
835	0.9271135149
836	0.9270784189
837	0.9270750573
838	0.9269784519
839	0.9269587083
840	0.9253144429
841	0.9253064518
842	0.9252859212
843	0.9252768633
844	0.9252306242
845	0.9252163952
846	0.9251894555
847	0.9251875208
848	0.9251792252
849	0.9251513791
850	0.925135291
851	0.9251324534
852	0.9250571518
853	0.9250350743
854	0.9250285588
855	0.9249726355
856	0.9249506723
857	0.9248830909
858	0.9248591755
859	0.9248447135
860	0.9247849391
861	0.9247821401
862	0.9247685234
863	0.9237882186
864	0.9237466738
865	0.9236961383
866	0.9236066336
867	0.9236034611
868	0.9235983035
869	0.9235540654
870	0.9234941022
871	0.9234812236
872	0.9234184138
873	0.9233960825
874	0.9233804473
875	0.9233732429
876	0.9233517198
877	0.9233399081
878	0.9232744159
879	0.9232712511
880	0.9232461325
881	0.9231865542
882	0.9231388676
883	0.9230530216
884	0.923005808
885	0.9229434475
886	0.9229207798
887	0.9229029294
888	0.9229006388
889	0.9228850951
890	0.9228743037
891	0.9228413251
892	0.922748186
893	0.922666178
894	0.9226464384
895	0.9226180453
896	0.9226161556
897	0.9225759712
898	0.9225276387
899	0.9224638711
900	0.9224030639
901	0.9223846465
902	0.9223704948
903	0.9223656902
904	0.9223343843
905	0.9222779037
906	0.9218268479
907	0.9217814291
908	0.9217261569
909	0.9216839892
910	0.9216608828
911	0.9216510223
912	0.9212194322
913	0.9211426605
914	0.9210951257
915	0.9210600967
916	0.9210380134
917	0.9210152552
918	0.9209878095
919	0.9209629958
920	0.9208833905
921	0.9208409349
922	0.9207169547
923	0.9205369783
924	0.9204871386
925	0.9204446511
926	0.9204133239
927	0.9204103995
928	0.9203919246
929	0.9203796058
930	0.9203432621
931	0.9202940006
932	0.9202638642
933	0.9202427707
934	0.9202041862
935	0.9201917956
936	0.9187432664
937	0.9187330354
938	0.9187237109
939	0.9187151969
940	0.9187090514
941	0.9187030526
942	0.9186974152
943	0.9186921148
944	0.9186559772
945	0.9186190001
946	0.9185625391
947	0.9180410351
948	0.917996939
949	0.917991737
950	0.9179577071
951	0.9171054414
952	0.9171005801
953	0.9170784634
954	0.9170662476
955	0.9170355944
956	0.9170336123
957	0.9170223849
958	0.9170116274
959	0.9169752197
960	0.9168625437
961	0.9168536424
962	0.9168284191
963	0.916789493
964	0.9164855441
965	0.9164486807
966	0.9164384099
967	0.9164154279
968	0.9163974971
969	0.9163279638
970	0.9162730399
971	0.9162541104
972	0.9162262565
973	0.9161918022
974	0.9161633521
975	0.9161004433
976	0.9160604072
977	0.9160307905
978	0.915997684
979	0.9155579029
980	0.9155027229
981	0.9150533844
982	0.9150285358
983	0.9149630614
984	0.9149271258
985	0.9148919075
986	0.9148196449
987	0.9147793999
988	0.9147190615
989	0.9146493238
990	0.9146220333
991	0.9145875179
992	0.9145602367
993	0.9145354748
994	0.9145180619
995	0.9144509372
996	0.9144068479
997	0.9140476068
998	0.9139805775
999	0.9139301856
