iter	Passed	Remaining
213	3926	5247
214	3944	5228
215	3962	5210
216	3981	5192
217	3998	5172
218	4017	5154
219	4035	5136
220	4057	5121
221	4075	5103
222	4092	5083
223	4111	5066
224	4130	5048
225	4149	5031
226	4169	5014
227	4187	4995
228	4207	4979
229	4227	4962
230	4246	4944
231	4263	4925
232	4283	4908
233	4301	4889
234	4320	4871
235	4340	4855
236	4373	4853
237	4390	4833
238	4409	4815
239	4427	4796
240	4445	4777
241	4465	4760
242	4484	4742
243	4503	4725
244	4522	4706
245	4541	4689
246	4560	4671
247	4578	4652
248	4597	4634
249	4614	4614
250	4632	4595
251	4649	4575
252	4666	4555
253	4682	4535
254	4699	4515
255	4716	4495
256	4732	4474
257	4749	4454
258	4764	4433
259	4783	4415
260	4804	4399
261	4823	4382
262	4844	4365
263	4863	4347
264	4886	4333
265	4902	4312
266	4919	4292
267	4935	4272
268	4950	4251
269	4967	4231
270	4983	4211
271	4999	4191
272	5018	4172
273	5035	4153
274	5052	4134
275	5068	4113
276	5085	4094
277	5101	4073
278	5116	4052
279	5133	4033
280	5149	4013
281	5166	3993
282	5183	3974
283	5201	3956
284	5221	3938
285	5244	3924
286	5264	3907
287	5283	3889
288	5302	3871
289	5319	3851
290	5336	3832
291	5354	3814
292	5370	3794
293	5389	3776
294	5408	3758
295	5428	3741
296	5450	3725
297	5467	3706
298	5484	3686
299	5501	3667
300	5518	3648
301	5534	3628
302	5551	3609
303	5568	3590
304	5585	3571
305	5603	3552
306	5620	3533
307	5639	3515
308	5655	3495
309	5671	3476
310	5688	3456
311	5705	3438
312	5724	3419
313	5740	3400
314	5757	3381
315	5778	3364
316	5795	3345
317	5812	3326
318	5828	3307
319	5846	3288
320	5867	3271
321	5889	3255
322	5907	3237
323	5923	3217
324	5939	3198
325	5955	3178
326	5972	3160
327	5988	3140
328	6005	3121
329	6023	3102
330	6039	3083
331	6057	3065
332	6074	3046
333	6093	3028
334	6113	3011
335	6131	2992
336	6148	2973
337	6165	2955
338	6183	2936
339	6202	2918
340	6218	2899
341	6236	2881
342	6256	2863
343	6273	2844
344	6290	2826
345	6306	2807
346	6323	2788
347	6342	2770
348	6360	2752
349	6376	2732
350	6393	2713
351	6410	2695
352	6427	2676
353	6447	2659
354	6468	2642
355	6488	2624
356	6507	2606
357	6526	2588
358	6545	2570
359	6563	2552
360	6581	2534
361	6601	2516
362	6618	2497
363	6635	2479
364	6655	2461
365	6674	2443
366	6692	2425
367	6707	2405
368	6724	2387
369	6740	2368
370	6757	2349
371	6775	2331
372	6792	2312
373	6811	2294
374	6829	2276
375	6846	2258
376	6864	2239
377	6880	2220
378	6898	2202
379	6915	2183
380	6932	2165
381	6949	2146
382	6966	2128
383	6983	2109
384	6999	2090
385	7015	2071
386	7031	2053
387	7046	2034
388	7062	2015
389	7079	1996
390	7096	1978
391	7111	1959
392	7129	1940
