iter	RMSE
406	2223.566308
407	2223.230858
408	2222.941668
409	2222.666425
410	2222.370018
411	2222.247533
412	2222.057675
413	2221.927406
414	2221.535241
415	2221.271653
416	2221.090214
417	2220.806582
418	2220.53022
419	2220.260913
420	2219.896841
421	2219.653948
422	2219.439339
423	2219.065212
424	2218.937315
425	2218.843988
426	2218.546931
427	2218.214726
428	2218.122923
429	2218.045944
430	2217.783678
431	2217.533659
432	2217.179674
433	2216.924477
434	2216.682808
435	2216.441355
436	2216.238711
437	2216.090586
438	2215.866938
439	2215.676993
440	2215.450411
441	2215.181881
442	2214.96062
443	2214.846306
444	2214.472244
445	2214.337722
446	2214.219003
447	2214.114633
448	2213.770579
449	2213.646513
450	2213.569807
451	2213.439201
452	2213.125313
453	2212.856133
454	2212.782408
455	2212.542774
456	2212.463426
457	2212.129844
458	2211.799016
459	2211.508703
460	2211.379192
461	2211.204852
462	2211.025997
463	2210.810548
464	2210.578766
465	2210.352844
466	2210.162652
467	2209.884057
468	2209.770279
469	2209.463398
470	2209.241977
471	2208.977054
472	2208.883444
473	2208.668257
474	2208.471164
475	2208.278689
476	2208.090708
477	2207.992769
478	2207.901388
479	2207.717804
480	2207.442658
481	2207.37022
482	2207.148892
483	2206.863963
484	2206.583802
485	2206.48076
486	2206.224362
487	2206.083687
488	2206.008336
489	2205.879332
490	2205.749786
491	2205.591151
492	2205.413806
493	2205.196863
494	2204.951121
495	2204.791062
496	2204.542451
497	2204.456015
498	2204.394848
499	2204.129896
500	2203.882024
501	2203.819848
502	2203.647697
503	2203.413701
504	2203.309399
505	2203.077552
506	2202.849754
507	2202.711775
508	2202.490472
509	2202.366242
510	2202.295695
511	2202.218679
512	2202.096553
513	2202.009094
514	2201.816461
515	2201.590538
516	2201.437778
517	2201.22933
518	2201.106908
519	2201.032523
520	2200.876587
521	2200.642763
522	2200.568778
523	2200.496191
524	2200.378651
525	2200.261995
526	2200.100216
527	2199.957005
528	2199.816248
529	2199.750543
530	2199.627963
531	2199.53704
532	2199.308731
533	2199.162337
534	2199.004414
535	2198.956285
536	2198.850944
537	2198.783184
538	2198.580428
539	2198.462684
540	2198.351233
541	2198.16741
542	2198.106257
543	2197.892676
544	2197.677063
545	2197.513021
546	2197.282646
547	2197.182175
548	2197.079527
549	2196.892476
550	2196.732686
551	2196.564941
552	2196.463831
553	2196.308672
554	2196.249181
555	2196.076907
556	2195.980996
557	2195.902361
558	2195.868301
559	2195.749796
560	2195.605806
561	2195.499118
562	2195.383127
563	2195.250767
564	2195.192481
565	2195.056179
566	2194.916173
567	2194.84434
568	2194.667357
569	2194.583389
570	2194.508716
571	2194.452182
572	2194.365628
573	2194.31947
574	2194.231337
575	2194.126522
576	2194.059836
577	2193.995151
578	2193.90542
579	2193.828778
580	2193.670789
581	2193.475096
582	2193.328024
583	2193.263471
584	2193.14229
585	2193.00201
586	2192.880884
587	2192.800619
588	2192.642034
589	2192.523618
590	2192.475532
591	2192.382249
592	2192.318908
593	2192.272421
594	2192.132252
595	2191.982791
596	2191.845966
597	2191.662594
598	2191.562856
599	2191.43096
600	2191.392662
601	2191.249663
602	2191.140051
603	2191.017219
604	2190.96923
605	2190.926689
606	2190.849287
607	2190.783954
608	2190.622679
609	2190.558911
610	2190.432341
611	2190.301897
612	2190.214048
613	2190.16841
614	2190.047773
615	2189.948053
616	2189.826952
617	2189.741677
618	2189.691837
619	2189.655731
620	2189.540445
621	2189.457775
622	2189.376383
623	2189.29557
624	2189.236586
625	2189.202667
626	2189.073777
627	2189.036829
628	2189.001488
629	2188.937928
630	2188.906775
631	2188.822608
632	2188.771813
633	2188.670411
634	2188.553618
635	2188.469747
636	2188.35789
637	2188.237617
638	2188.152548
639	2188.122693
640	2188.046499
641	2188.010536
642	2187.869061
643	2187.818651
644	2187.783929
645	2187.75222
646	2187.692805
647	2187.539473
648	2187.501387
649	2187.452869
650	2187.394422
651	2187.355812
652	2187.24436
653	2187.196438
654	2187.144906
655	2187.090103
656	2187.043554
657	2186.941292
658	2186.90826
659	2186.785702
660	2186.75342
661	2186.656893
662	2186.508455
663	2186.413819
664	2186.35978
665	2186.321583
666	2186.271575
667	2186.21345
668	2186.145894
669	2186.050142
670	2185.949868
671	2185.854752
672	2185.77048
673	2185.719418
674	2185.658817
675	2185.600379
676	2185.572334
677	2185.449309
678	2185.423231
679	2185.314803
680	2185.1772
681	2185.101295
682	2184.950286
683	2184.845405
684	2184.697724
685	2184.666745
686	2184.56453
687	2184.531655
688	2184.40675
689	2184.28438
690	2184.262598
691	2184.136694
692	2184.047067
693	2184.003097
694	2183.972539
695	2183.943777
696	2183.917055
697	2183.822301
698	2183.708605
699	2183.60477
700	2183.530591
701	2183.381159
702	2183.279814
703	2183.253549
704	2183.183457
705	2183.041626
706	2183.009558
707	2182.899662
708	2182.800762
709	2182.763795
710	2182.691195
711	2182.619881
712	2182.534002
713	2182.496772
714	2182.381689
715	2182.357477
716	2182.307878
717	2182.274937
718	2182.193686
719	2182.165449
720	2182.040085
721	2181.99234
722	2181.938376
723	2181.877058
724	2181.757657
725	2181.665101
726	2181.642215
727	2181.551785
728	2181.499455
729	2181.368934
730	2181.273736
731	2181.206788
732	2181.183435
733	2181.10774
734	2181.081415
735	2180.968047
736	2180.923474
737	2180.865916
738	2180.790344
739	2180.710213
740	2180.661724
741	2180.563269
742	2180.508227
743	2180.444301
744	2180.370441
745	2180.285636
746	2180.263945
747	2180.154764
748	2180.13472
749	2180.063484
750	2180.055888
751	2179.999575
752	2179.879661
753	2179.78682
754	2179.739525
755	2179.667327
756	2179.641013
757	2179.598688
758	2179.539848
759	2179.515531
760	2179.469697
761	2179.417821
762	2179.328779
763	2179.317406
764	2179.29439
765	2179.275097
766	2179.244045
767	2179.160697
768	2179.092797
769	2179.01521
770	2178.939211
771	2178.914187
772	2178.889294
773	2178.856853
774	2178.790199
775	2178.772721
776	2178.671855
777	2178.556884
778	2178.511779
779	2178.452872
780	2178.41397
781	2178.304074
782	2178.266383
783	2178.188249
784	2178.13112
785	2178.097031
786	2178.019966
787	2177.948057
788	2177.909579
789	2177.8648
790	2177.799949
791	2177.781575
792	2177.71729
793	2177.635196
794	2177.611349
795	2177.551654
796	2177.499373
797	2177.483252
798	2177.444708
799	2177.390244
800	2177.311488
801	2177.276141
802	2177.256976
803	2177.194729
804	2177.087765
805	2176.989619
806	2176.939331
807	2176.842251
808	2176.761831
809	2176.706283
810	2176.603979
811	2176.556776
812	2176.512955
813	2176.454125
814	2176.402215
815	2176.33691
816	2176.302411
817	2176.289226
818	2176.217333
819	2176.174139
820	2176.157638
821	2176.118709
822	2176.096845
823	2176.026096
824	2175.993613
825	2175.917985
826	2175.881289
827	2175.784385
828	2175.74891
829	2175.720578
830	2175.659254
831	2175.562624
832	2175.55662
833	2175.508778
834	2175.44713
835	2175.399709
836	2175.363626
837	2175.303379
838	2175.255127
839	2175.195337
840	2175.130586
841	2175.093453
842	2175.064857
843	2174.99159
844	2174.920522
845	2174.869895
846	2174.800886
847	2174.778729
848	2174.767771
849	2174.708372
850	2174.630997
851	2174.563904
852	2174.544251
853	2174.520812
854	2174.479091
855	2174.45336
856	2174.405393
857	2174.361807
858	2174.32826
859	2174.309498
860	2174.289318
861	2174.236656
862	2174.223919
863	2174.173908
864	2174.162413
865	2174.087476
866	2174.042589
867	2174.001659
868	2173.939364
869	2173.884204
870	2173.872465
871	2173.838483
872	2173.765269
873	2173.743178
874	2173.691999
875	2173.677161
876	2173.62754
877	2173.616779
878	2173.590951
879	2173.54563
880	2173.477244
881	2173.399254
882	2173.339066
883	2173.289741
884	2173.250411
885	2173.215695
886	2173.185715
887	2173.143808
888	2173.098007
889	2173.028343
890	2173.006708
891	2172.963916
892	2172.927477
893	2172.877284
894	2172.844243
895	2172.779094
896	2172.745741
897	2172.679245
898	2172.669039
899	2172.623536
900	2172.582134
901	2172.517896
902	2172.472605
903	2172.416837
904	2172.378839
905	2172.326
906	2172.276418
907	2172.258416
908	2172.210808
909	2172.193374
910	2172.182659
911	2172.166467
912	2172.117391
913	2172.092588
914	2172.076863
915	2172.064567
916	2172.032945
917	2171.996498
918	2171.943804
919	2171.901272
920	2171.868446
921	2171.819838
922	2171.766476
923	2171.739646
924	2171.709069
925	2171.687895
926	2171.65016
927	2171.603157
928	2171.546241
929	2171.529676
930	2171.482295
931	2171.404907
932	2171.370041
933	2171.351682
934	2171.341607
935	2171.29582
936	2171.289661
937	2171.257603
938	2171.212897
939	2171.175273
940	2171.146944
941	2171.098241
942	2171.061623
943	2171.022643
944	2170.957879
945	2170.919898
946	2170.883134
947	2170.852881
948	2170.806135
949	2170.79142
950	2170.722934
951	2170.715103
952	2170.701486
953	2170.679898
954	2170.671872
955	2170.631195
956	2170.583789
957	2170.544375
958	2170.515815
959	2170.497492
960	2170.48559
961	2170.464349
962	2170.443999
963	2170.411277
964	2170.3529
965	2170.320386
966	2170.289864
967	2170.224771
968	2170.185944
969	2170.152666
970	2170.08847
971	2170.061747
972	2170.039949
973	2169.985592
974	2169.956884
975	2169.910974
976	2169.876751
977	2169.833741
978	2169.778794
979	2169.726845
980	2169.698336
981	2169.662013
982	2169.63752
983	2169.609976
984	2169.595773
985	2169.567195
986	2169.541786
987	2169.505563
988	2169.467902
989	2169.421273
990	2169.411678
991	2169.352731
992	2169.315839
993	2169.292542
994	2169.276807
995	2169.268646
996	2169.221286
997	2169.193849
998	2169.147492
999	2169.132823
